Date,State,Price,PrevMonthPrice,PrevYearPrice,ChangePrevMonth,ChangePrevYear
2020-11-01,Uttar Pradesh,4048.0,4043.0,3843.0,0.12367054167697256,5.3343741868332035
2020-11-01,Uttrakhand,4802.5,4132.5,6020.0,16.212946158499697,-20.224252491694354
2020-12-01,Andhra Pradesh,4409.0,4360.0,4394.0,1.1238532110091743,0.34137460172963136
2020-12-01,Chattisgarh,4340.0,4798.0,4820.0,-9.545644018340974,-9.95850622406639
2020-12-01,Gujarat,4971.0,4872.0,4537.0,2.0320197044334973,9.565792373815295
2020-12-01,Karnataka,4560.0,4298.0,4220.0,6.095858538855282,8.056872037914692
2020-12-01,Madhya Pradesh,4544.0,4371.0,3914.0,3.957904369709449,16.096065406234032
2020-12-01,Maharashtra,4792.0,4897.0,4613.0,-2.144169899938738,3.8803381747236068
2020-12-01,Manipur,4560.0,4802.5,4473.0,-5.049453409682457,1.9450033534540576
2020-12-01,Nagaland,4560.0,4802.5,4473.0,-5.049453409682457,1.9450033534540576
2020-12-01,Rajasthan,4821.0,4807.0,4473.0,0.2912419388391928,7.7800134138162305
2020-12-01,Tamil Nadu,6761.0,6294.0,5504.0,7.419764855417858,22.83793604651163
2020-12-01,Telangana,4560.0,5003.0,4392.0,-8.854687187687388,3.825136612021858
2020-12-01,Uttar Pradesh,4188.0,4048.0,3992.0,3.458498023715415,4.909819639278557
2020-12-01,Uttrakhand,4560.0,4802.5,5417.0,-5.049453409682457,-15.820564888314564
2021-01-01,Andhra Pradesh,4962.0,4409.0,4259.0,12.542526650034022,16.506222117868045
2021-01-01,Chattisgarh,3925.0,4340.0,4919.0,-9.56221198156682,-20.207359219353528
2021-01-01,Gujarat,5204.0,4971.0,4774.0,4.687185676926172,9.007121910347717
2021-01-01,Karnataka,5218.0,4560.0,4523.0,14.429824561403509,15.365907583462304
2021-01-01,Madhya Pradesh,5032.0,4544.0,4238.0,10.73943661971831,18.735252477583767
2021-01-01,Maharashtra,4843.0,4792.0,4420.0,1.0642737896494159,9.570135746606335
2021-01-01,Manipur,5016.5,4560.0,4540.0,10.010964912280702,10.495594713656388
2021-01-01,Nagaland,5016.5,4560.0,4540.0,10.010964912280702,10.495594713656388
2021-01-01,Rajasthan,5001.0,4821.0,4540.0,3.7336652146857494,10.154185022026432
2021-01-01,Tamil Nadu,7313.0,6761.0,5915.0,8.164472711137407,23.63482671174979
2021-01-01,Telangana,6643.0,4560.0,4953.0,45.67982456140351,34.120734908136484
2021-01-01,Uttar Pradesh,4700.0,4188.0,4475.0,12.225405921680993,5.027932960893855
2021-01-01,Uttrakhand,5016.5,4560.0,5247.0,10.010964912280702,-4.392986468458167
